id,price,moonRank,💎 score (%),storeURL,Accessory,Background,Beak,Body,Clothing,Eyes,Eyewear,Headwear
7003,8.69,3818,10.92,https://magiceden.io/item-details/AeZ6qWUsFmmnzkUGEeFt5vw2R8CWToZrn32ZdKvr3EYc,,Quackgram Lines,Goth,Goth,Basketball Air Red,Classic,,Caesar
7018,5,5058,41.43,https://magiceden.io/item-details/4CBtXxKY8w7NtW1G9JAY1L6ZqfUJJjVhWnn89igpK4ya,,Rays Yellow,Yellow,White,Vercetti Shirt,Classic,,Caesar
7028,4.3,1219,68.22,https://magiceden.io/item-details/9hk1ABPozyr1SCJ1raLXkj4bVDToumNk6vvaEXvfuxBt,,Biege Dotted,Devil,Metaduck,Billie Quack Armstrong,Otherside Green,Gordon's Glasses,Red Dragon Bandana
7042,5,3321,50.39,https://magiceden.io/item-details/JDLvhHHsDC7vh6HmtWSi6b2XpA1ya31sgiGRCRDUwsrJ,,Biege Dotted,Goth,Metaduck,Pioneer Tee,Classic,Qackley Overthetop,
7043,7,1286,40.87,https://magiceden.io/item-details/39YZzuEz3sonEN8FqdY2TeaVPc31YiYKiMnGzaW3NYDH,TNT,Rays Pink,Goth,Bath,Experience Tee,Otherside Yellow,,Ballas Bandana
7045,200,1150,0,https://solanart.io/nft/2Kik2Gu1B6vAUD7mJf3SpXQoCLMbmYwNen8gAtWQCzbf,,Quackgram Lines,Goth,Bath,Outlaw Quacker Jacket,Empty,Red Makeup,Teen Solana
7051,6.5,461,50.12,https://magiceden.io/item-details/tVdJuMtf1RovEC5kyjR6YU4n8aPVAJRgu8Vx39fuhBY,,Rays Pink,Devil,Goth,Tank BAYC,Dark Cyborg,Eyes In Water,Eric's Hat
7062,2.8,4902,64.24,https://magiceden.io/item-details/9CCMo89ToLP59bTh5u5hCUpymEpgujhTnVzE89ZFbbFb,,Waves Purple,Yellow,Hunt,,Stoned,Hockey Black,
7079,2.55,2621,78.49,https://magiceden.io/item-details/5fb2dJ9RqC3sAuQSndKW86A4RKhTEU3vFsckXUQ5B6BD,,Rays Orange,Metaduck,Hunt,Wild Lover Shirt,Classic,Solana Digital Mask,Eric's Hat
7082,5.9,5476,30.28,https://solanart.io/nft/2t3Yuct4kw6LGTpRsGxGsQPaWPEgnqALQyTsUKefxSFM,,Quackgram Lines,Yellow,White,Total Black,Classic,,Jurassic Hat
7096,2,6934,61.77,https://magiceden.io/item-details/D6Dcbo7pTiJwANNeASrcTt1DL6meKRgVwwjahrczBJd,,Biege Dotted,Yellow,White,Leather Jacket,Classic,,MEOW!
7100,4.4,1191,67.36,https://magiceden.io/item-details/CSj2zb8UkbusKyBoJFM8zpjHuMo2AXBXdytisLFWr17D,,Quackgram Lines,Goth,Bath,D.O. Double G Tee,Otherside Yellow,Glitch Digital Mask,Teen Blonde
7134,26,3872,0,https://magiceden.io/item-details/AjqAPLxChogtBnrzqYSVpSjTL9v4N1UuamZXsA52FK6S,,Quackgram Lines,Goth,Devil,,Classic,Quack Vision,
7141,4.5,2318,60.55,https://solanart.io/nft/HU7w8zTU9WFWchtJ6LpeFrHrByeHCVEj7JSy9jc1Wohb,,Chess Classic,Devil,Devil,Wild Lover Suit,Metaduck,Plastic Bag,
7149,2.5,3193,76.05,https://magiceden.io/item-details/BEQviXNSRVNkNaTvCh4A9HBnoznpnx5rmd6UY5NnTreE,,Rays Pink,Yellow,Goth,Total Black,Empty,MF Quack,
7173,4.3,2074,63.81,https://magiceden.io/item-details/FWse5uYcewcS1U1ADFfW6iyQrHzEmRQ9EhHmmyapQPVo,,Quackgram Lines,Yellow,Hunt,Vest Jeans,Stoned,Eye Band,Red Dragon Bandana
7198,39,6893,0,https://solanart.io/nft/Eua1wuG4QS2Djs9idq2nD6vGNfPYjioryuJ8PNSi27ct,,Chess Classic,Goth,Hunt,,Classic,,Trailer Park Hat
7204,9,7445,0,https://solanart.io/nft/5tMDSA89SZcXebSpAmF32iCEcU18Uj1WCJvswUEYajA8,,Rays Pink,Yellow,White,,Classic,,Pirate Captain Jack Duck
7213,2,2061,86.88,https://magiceden.io/item-details/7AZfi969BwzxDpt3veZYzzZ6dZP39F4PrWDUTHtcPJgj,,Framed Strains,Devil,Metaduck,Pepe Tee,Empty,Plastic Bag,
7217,2.7,7079,54.02,https://magiceden.io/item-details/3HSFtCKEaNJ6fYJSLrkW9kuqDNm1BFsg2a7xJipfg1Mn,,Rays Dark,Metaduck,Goth,,Classic,,Eric's Hat
7222,4,4956,51.96,https://magiceden.io/item-details/Jh64wckaSYUQpwDf59SPJMfQbXbuAWuyWfGEgAT14M5,,Blue Lines,Goth,Bath,Safari Lover,Classic,,Teen Solana
7223,2.45,6975,57.06,https://magiceden.io/item-details/A1iv1AtiHWUPHim41aM2ycdk5woJe8uiEAoTFodW48oy,,Red Dots,Goth,White,,Classic,Band Hero Purple,
7229,150,4264,0,https://solanart.io/nft/7ppBbxEj6xFuBLMwXSSbuTcCkABoVoPCSJwhSA99sDYJ,,Dark Red,Goth,Bath,McFly Retro,Classic,Mighty Quacks,
7236,1.89,5857,68.42,https://magiceden.io/item-details/HnCHhZ3ZkRCWk2DjhNWaRdEG7sXeN47y7jJcnbX67RTN,,Waves Orange,Yellow,Hunt,,Empty,,Cowboy Black
7239,3,4588,63.86,https://magiceden.io/item-details/Qjw9ThBgE9ALwShWoejNHRFzC6FaNac6hUJK2RA86nB,,Rays Pink,Metaduck,Hunt,Prisoner,Classic,,Donald Duck
7263,10,123,16.87,https://magiceden.io/item-details/G8nqrrjESSjJpSYZd6cgsULKAu53Nzk8XiHKNYSjVvuS,Cigar,Waves Orange,Zombie,Zombie,Wild Lover Shirt,Hypno Red,,Red Dragon Bandana
7284,2,6716,62.89,https://magiceden.io/item-details/FVpmiERVRxTr4kw3CQd3TYa7qUh8rA1rRo6RebyK46tC,,Red Dots,Yellow,Hunt,Kill Duck Tracksuit,Classic,,Purple Cap
7289,2.75,3034,74.36,https://magiceden.io/item-details/6niayncdHg9vHN1cyZ4xNmB45rLohBv1eZWD4PCiAL8m,,Rays Pink,Goth,Goth,Lizard Wizard Tee,Otherside Green,Hockey Rage,
7326,4.269,4241,52.95,https://magiceden.io/item-details/EXGcJkNuXBV2hhmAxq6PfQAMgnEnffrXAwaH3AgMFMb6,,Rays Yellow,Metaduck,Goth,Liquid Tee,Classic,,Ballas Bandana
7332,3.49,2827,68.03,https://magiceden.io/item-details/G4krJhUpsXviAGMTWh5prASuZWmfdQhFpqebJpWLtUiR,,Waves Orange,Goth,Metaduck,Tank Black,Classic,Death Metal,Ginger Hair
7343,777,93,0,https://solanart.io/nft/H7qdu4BqQwSqqBt7Rg5TVtJjV2CmFZjJwYjujYb455R8,TNT,Dark Red,Acid Ranger,Acid Ranger,Comedian College Jacket,Classic,Band Hero Purple,Dewey Hat
7355,3.5,6796,47.48,https://magiceden.io/item-details/145D3Y2CHmsmGiUBiXQgMZ6YWBfuNePy22g1yRo73GR8,,Chess Classic,Yellow,Goth,Tank Slayer,Classic,,MEOW!
7359,7,144,46.76,https://magiceden.io/item-details/7VH8TSH82caQWSyTVXRQpKY23PnamTMJyCdAqwWjqma3,Joint,Waves Purple,Zombie,Zombie,,Stoned,Round Glasses,Black Bandana
7371,25,4714,0,https://solanart.io/nft/8ok3ZhLVs6FUNf8ptXdbGGzCWs5p79aEyv5hhPNDSvs3,,Dark Red,Yellow,White,Vice Suit,Classic,Cyclop,
7392,15,4153,0,https://magiceden.io/item-details/7YQgaf6wGKJfNfVBarAK7uBcz4rny53Bz3o3X5Rr8FT7,,Rays Yellow,Yellow,Bath,Duckcraft Tentacles,Classic,,Racing Cap
7417,3.6,1042,76.13,https://magiceden.io/item-details/GwVgosXernyzEF2U7KKwRYUidMBnTcZsRtLwhjySqDXX,,Blue Lines,Devil,Hunt,Tank Motorhead,Hypno Black,Gordon's Glasses,Red Dragon Bandana
7430,10,244,16.24,https://magiceden.io/item-details/H7nRX5WpjLvq6gjacxtaLxAA8LyHtwK7gmdSRdXSPokf,Spiked Choker,Blue Lines,Goth,Metaduck,Moto,Hypno Black,Eye Band,Black Bandana
7471,12.9,4177,0,https://magiceden.io/item-details/9whSJxchjSkr1mXvWxug5CcP255yfMPcnHL4p6ZpVga,,Ducktrix,Yellow,Bath,Playduck,Classic,,Brain
7479,14.269,3699,0,https://magiceden.io/item-details/DwntDnq4A24tnzeu4KtHP6XePq8WaSZCncVTYXHAe6wP,,Waves,Yellow,White,Duckcraft Tentacles,Classic,,Spades Poker Hat
7504,10,560,14.61,https://magiceden.io/item-details/C4aSpn3Jp99Nr6B3gTQNEfxxWCaxfjeKUQN7QV7BPzDk,,Framed Strains,Metaduck,Bath,Babrie Coverall,Creep,Round Glasses,Huey Hat
7512,50,5745,0,https://solanart.io/nft/4Eo7G1J84TzmxNhMnxGJAyCxRpVjwND98xUhMwG6U8z4,,Dark Drips,Yellow,Devil,Oasis Tee,Classic,,Pirate Captain Jack Duck
7527,4.8,6283,37.12,https://magiceden.io/item-details/5f8g36yoWpiqiHDEo73yFfEYA7Rpj2ChVDWpsx6jY3Ev,,Dark Red,Yellow,Metaduck,Kill Duck Tracksuit,Classic,,Red Horns
7536,2,5637,68.45,https://magiceden.io/item-details/8s99d1ZnE4Jg26WuiHP7fBQHzcuixzGbaPuq7S9WCsiL,,Rays Orange,Goth,Hunt,Outlaw Quacker Jacket,Classic,,Party Hat
7592,3.5,6761,47.66,https://magiceden.io/item-details/8wvHA4fUhxhye3x2TUG6pSp8PsEyjPtDQmu5Ue61qDiC,,Waves Purple,Yellow,White,Tank Motorhead,Classic,,MDGA Cap
7631,1.98,7483,59.14,https://magiceden.io/item-details/7bgtpWV9zZahET39B6naE3zLUdn892WJCzs5fH8srQX8,,Quackgram Lines,Yellow,Hunt,,Classic,,Party Hat
7640,10,215,16.39,https://magiceden.io/item-details/Br2VDQ5rBQMZkAVJFXonchrEUMQM3z7rM355RRYLuvtY,Cigar,Dark Red,Goth,Metaduck,Wang GOFL Tee,Stoned,Blue Makeup,Purple Cap
7646,7.5,4161,21.06,https://magiceden.io/item-details/36WWF8UN2gyZai5ANpcXxM1oY3E6Crnganajb2dKZZN5,,Chess Classic,Yellow,Bath,Danger Duck Hunter,Classic,,Teen Blonde
7651,4,6505,43.98,https://solanart.io/nft/9L2w4zTnQmp5PuVNur6ioCMkXZQL8R1YDfeuMD9vSACM,,Red Dots,Yellow,Hunt,Moto,Classic,,Mia Black
7673,1.98,5339,70.19,https://magiceden.io/item-details/6un8NtvVCf7zNyNmPbuYwvE186S9rcyA2bGUfhuKJJTW,,Rays Yellow,Goth,Goth,Wild Lover Shirt,Classic,,Ginger Hair
7681,2,6651,63.23,https://magiceden.io/item-details/3Gav6YtP4spiQJJByQkV9BKboyq1zHDecpS218ZAhy3s,,Dark Red,Yellow,White,Regal Suit,Classic,,Killer Style
7686,6,2744,43.36,https://solanart.io/nft/5RXFiF1Gu6ddXcMGa4nmDgFaRok9nG2HfyD2XjhguNvm,,Biege Dotted,Metaduck,Devil,Tank Motorhead,Classic,Death Metal,Cowboy Black
7691,7.5,228,41.33,https://magiceden.io/item-details/H5K2fTfQ4HaqF2t2iwAfST3UeVF7vaHcS7zcqEkVufSe,Spiked Choker,Blue Lines,Zombie,Zombie,Tank Motorhead,Metaduck,,Captain Duck Price Hat
7692,4,6399,44.52,https://magiceden.io/item-details/3dFrPZgAJZWT9y3iYSx5TNGtrE322savQvPdoSGFgFj5,,Blue Lines,Yellow,Devil,Lizard Wizard Tee,Classic,,Captain Duck Price Hat
7693,2.87,2005,78.47,https://magiceden.io/item-details/6AuSBVEb9LNGMgHQko7CDd69qPtcQzWZS19JQGDR8NRA,,Solana,Metaduck,Goth,Comedian College Jacket,Classic,Solana Digital Mask,Ginger Hair
7717,30,7,0,https://magiceden.io/item-details/6iNnQJNx8nz56amMznuNipRczgfBBdY4Zoty6G5oG5b3,,Red Dots,Gold,Gold,Outlaw Quacker Jacket,Void,Camo,Goldern Horns
7722,4,4364,55.01,https://magiceden.io/item-details/8ckQj53i9vsNMhNiW7tySqWSyq8cpUBXaQ7SP3KAQscF,,Waves Orange,Metaduck,Devil,McFly Retro,Classic,,Goldern Horns
7723,3.5,5133,56.05,https://magiceden.io/item-details/4mUkaWusWfn8qJb3AMyaTiuzdJEjcNRuCxrnMoZRgBLQ,,Waves Orange,Yellow,Hunt,Experience Tee,Classic,Hockey Rage,
7745,5.55,5935,31.42,https://magiceden.io/item-details/BttK4VNjSaNCURu28E4aZdULZyZp5R8ou1sp3CQ4VkzT,,Solana,Yellow,Hunt,Tank BAYC,Classic,,MDGA Cap
7753,19,3766,0,https://magiceden.io/item-details/4qdRTTmZNy57sU22N9hkxr1MXYjFF31n69CsrY8vCs31,,Waves Purple,Yellow,Goth,Danger Duck Hunter,Classic,,Caesar
7756,5,2999,52.05,https://magiceden.io/item-details/FeUaCLq92cHDZfgbSQnwmYPzZJwd8ouvms4qMYkZBrZk,,Red Dots,Yellow,Metaduck,Kill Duck Tracksuit,Strab,Hockey Black,
7763,5.39,455,61.26,https://magiceden.io/item-details/6eJ5BUjCUATfjuL72jiqtM4ziM1uHn4wGJtq5TXsVEmN,,Chess Classic,Acid Ranger,Acid Ranger,Pioneer Tee,Stoned,Heist Mask,
7765,5.5,1704,53.72,https://magiceden.io/item-details/HWX5c26tQ5xQ5Zq8tZ7pKAuT7bNsEVqCAYcN2zMqmmjV,,Waves Orange,Yellow,Devil,Wild Lover Suit,Otherside Green,3D Glasses,Red Dragon Bandana
