id,price,moonRank,💎 score (%),storeURL,Armor,Attribute Count,Body,Ears,Eyes,Faction,Helmet,Mouth
296,95,7371,0,https://solanart.io/search/?token=9t3CTniso44U8x1BZ4RyqrL7ajbv2qQG5m2Ewndcrrjt,,5,Spotted Turquoise,,Groovy Perceptors,Barada,Princely Helm,Fanged
312,98,11,0,https://solanart.io/search/?token=CqiXMXSgdv4CMSc1qMBPVVQZQaHrEuUL8BHc8nk3FwBy,Pedestrian Trappings,7,Ghostly White,Decorative Bolt,Groovy Perceptors,Barada,Glorious Trespasser,Excited
317,19.799999,867,0,https://solanart.io/search/?token=DZNWF1koX95idnXDdEfohSRyN51ym1CxR1jWt5wAcCSZ,Excess Hosing,7,Spectral Black,Side Plating,Spectral Auditors,Targari,Plasmatic Guzzler,Pleased
319,200,5471,0,https://magiceden.io/item-details/CM5kVWLP1K9Za3oAoFfkKV4s7abBdPRPqcJiycNtUmzL,,5,Spectral Black,,Prying Eyes,Targari,Reliable Antennae,Augmented
334,10,6947,44.71,https://magiceden.io/item-details/4U5pLWTQtcU2s6uVheWhHdDVp9PGm7B57gwGckU1UK47,Augmented Exoskeleton,6,Brick,,Funky Shades,Alura,Gibbous Blaster,Pleased
348,55,9711,0,https://solanart.io/search/?token=5tNQq6k57YZbeezErWFsVWBZAnVUH3uuWZcJ39pr4Vrk,,4,Printed,,Ionic Disruptors,Alura,,Pensive
355,15,7913,0,https://magiceden.io/item-details/24MC44e6xo8pCB8DhUMRWey4HAcCkQfm4i4HWnsVtR9i,,5,Light Pink,,Orbital Retinas,Barada,Kingly Rings,Toothy
357,11.69,6443,29.83,https://magiceden.io/item-details/6ACMSg9FPbuuKyh4ys7hT5hHchzgkh2N8ZgQMMtMTheR,Spectral Cheesecloth,6,Brick,,Vulgar Eyes,Barada,Space Rat,Pensive
365,30,2696,0,https://solanart.io/search/?token=HtS9pfYk5rtpv29EyHsTv15sQnc3UmjTA3wjawGzatkj,Resplendent Deflector,7,Brick,Galactic Tuner,Galactic Sequencer,Martu,Viral Intruder,Pensive
375,200,5061,0,https://magiceden.io/item-details/Ad4W6Fpf3cnt6TNmKhdvww7he2TgiEhqDmrrQGWRNmvn,Pointy Statement,6,Spotted Kiwi,,Spectral Auditors,Targari,Space Rat,Wise
378,150,13,0,https://magiceden.io/item-details/AVzXkJuER2KsVx12Z2yMD4SSjat3epHDbrKao4QK3Fk4,Electromagnetic Ring,7,Ghostly White,Interdimensional Transistor,Extendable Examiners,Targari,Clever Coathanger,Augmented
381,500,26,0,https://solanart.io/search/?token=6rrtuCHkaoLjxNhVJQAPTxT1Et3f1Ly9xXqCoDDqs54y,Autonomous Carapace,7,Neon Green,Pulsing Sizzlers,Ocular Scanner,Barada,Mechanical Hound,Aggressive
384,40,9409,0,https://magiceden.io/item-details/DoEjsbhTgaAndGrddnt66WQBvLmabQDACgsxHdBxR7Hd,,4,Printed,,Stoned Eyes,Martu,,Toothy
387,9,8889,46.94,https://magiceden.io/item-details/8u17kw8BbFL24viQEg36H3KHD7msgWVYKVVktgQLPSVG,,5,Brick,,Vulgar Eyes,Alura,Automatic Rocket,Pensive
394,8,9079,56.18,https://solanart.io/search/?token=kqgDmmDzQsPd9Ejhqq83u1kF5t3LAdM5Y4Dchpx6NQj,,5,Printed,,Vulgar Eyes,Barada,Micro Thingamajig,Pensive
417,12.6,4100,30.1,https://solanart.io/search/?token=9CU6YPRwRBWyrDxueCgAuCgcuN515u2CePoXSdeY4Kvc,Frivolous Costume,7,Orange,Escape Rockets,Wonky Headlights,Alura,Slab,Pensive
420,420.69,6992,0,https://magiceden.io/item-details/9eTyPY84Dysz5LLWLHQf8FTUjN8V8q8Q1RGDJ4XgRTss,Nebular Wormhole,6,Light Pink,,Laser Sight,Targari,Lunar Replica,Pensive
424,59,1067,0,https://solanart.io/search/?token=Df14meV15aNNoTEyVETzBpE5c5TPHVeYLVrCK8kH6dcB,Spectral Companion,7,Brick,Miniature Geckos,Paranoid Eyes,Martu,Automatic Rocket,Hungry
429,110,4445,0,https://solanart.io/search/?token=29HiKzcx7YLmezP4ZgNg8p5nmDgnCeWhSv28TSe6AUoM,Pedestrian Trappings,6,Ghostly White,,Creepy Peepers,Barada,Galvanic Helm,Pleased
439,30,1091,0,https://solanart.io/search/?token=3w3hfXzsVuC9VTbsEAPbjp8SvGcz5GyJHB38UjL7tQdw,Planetary Kirtle,7,Spotted Kiwi,Decorative Bolt,Ocular Scanner,Barada,Photon Harvester,Fanged
443,50,1356,0,https://solanart.io/search/?token=pnETeVYgzbYhjorVq5rdBdkHa6vte31xf7Wze5VtSPo,Miniature Companions,7,Spectral Black,Intergalactic Fins,Paranoid Eyes,Targari,Mischievous Squatter,Pleased
448,50,7685,0,https://solanart.io/search/?token=HxKvkDQLXvFkB5TPeoF43cXExVLMWohqXrX71TBf9bnW,,5,Light Pink,,Extendable Examiners,Alura,Kingly Rings,Hungry
454,45,734,0,https://magiceden.io/item-details/BZJwQdcs4KTMYnVYhs8vKzCshAuUWyEmuETNiFsS7eqo,Autonomous Carapace,7,Printed,Side Plating,Sun Beams,Martu,Identified Flying Object,Hungry
460,99,7974,0,https://magiceden.io/item-details/C6m71GjGxUNAmbJhAC27PZSG7s77MBiK3JKUWT3mRcbL,,5,Ghostly White,,Cybernetic Beamers,Martu,Viral Intruder,Pleased
470,45,6528,0,https://magiceden.io/item-details/Ey4yZJ4XcHR5vCFcxC5BXyURjcPHrvRAt3GFqeTTZ8Fm,Pointy Statement,6,Orange,,Glossy Zoomers,Barada,Space Rat,Pensive
473,54,9593,0,https://solanart.io/search/?token=FnFM3XXz7m2p5g4Hz99Xp3SLEng32JWAvscUzjgChcUj,,4,Spotted Kiwi,,Villainous Visor,Targari,,Pensive
486,5000,1,0,https://magiceden.io/item-details/F6DkEY6e3AQDcfNH8oASqfy35PGnbhCVRjLa7XADLQBg,,1,,,,Barada,,
511,99,495,0,https://magiceden.io/item-details/GipEbosddDPZgxGE3k6S7mUSjzvrVSzkH6xbZjyFfJBm,Racers Regalia,7,Lime,Gravity Dongal,Scoundrel Winkers,Alura,Space Roach,Augmented
513,35,1223,0,https://solanart.io/search/?token=Gk4qKTtDgNEBNjiTWkeAvp4midV2LUAF9HQtdMBJ3NDP,Augmented Exoskeleton,7,Orange,Pulsing Sizzlers,Prying Eyes,Martu,Electric Doodads,Toothy
542,35,1317,0,https://magiceden.io/item-details/HkqYgE7sc5tDfQRPKDTjwShGEpfrQGHkM883yJRxqRQn,Sentient Virus,7,Lime,Equinox Boosters,Gilded Lenses,Targari,Viral Intruder,Hungry
544,15,2186,13.76,https://magiceden.io/item-details/Ge5S3Q5AopARNtMarFkEyHxmqQAR1kw2zxEhsh4SFmfH,Mini Cruiser,7,Light Pink,Cybernetic Recorders,Expensive Scrutinizers,Alura,Princely Helm,Pleased
546,83,4982,0,https://solanart.io/search/?token=6BsnffAsJvLrdvxCFt1o4Ygcu9CLrXJLK8hXi1r7MUqi,,6,Brick,Side Plating,Sun Beams,Martu,Reliable Antennae,Fanged
550,9,9285,45.36,https://solanart.io/search/?token=VDHmxYqnPVgAgZravfeDgugYN4G4Afok7M4NU4c8TPd,,4,Orange,,Cybernetic Beamers,Martu,,Fanged
553,17,1136,0,https://solanart.io/search/?token=CLoUH1rm4E4JLoHLDFML9x8EYAkSfFuRyphNuoySyZK3,Collapsible Tubing,7,Ghostly White,Cooling Vent,Astral Projectors,Martu,Defensive Cannon,Pensive
556,25,5739,0,https://solanart.io/search/?token=6mscV1CwCYrBaL2nTdQQvb68k1m2vcgA1tAvtRDAdBAW,,6,Spotted Kiwi,Cooling Fan,Scoundrel Winkers,Martu,Glorious Trespasser,Pleased
558,19.9,4467,0,https://magiceden.io/item-details/7yhfNhzXBgCi2yiVHYqHnnAuTN65FsxLCR5mhmYUkz33,Cosmonautic Shielding,6,Printed,,Paranoid Eyes,Targari,Mischievous Squatter,Toothy
572,59,1718,0,https://solanart.io/search/?token=A6t6ZWXtU5itpoAJExBRGC22YToBujVUuWBPJmgh6z1m,Spectral Companion,7,Lime,Captive Ear,Ionic Disruptors,Barada,Gibbous Blaster,Toothy
587,14,1752,25.49,https://solanart.io/search/?token=DJzjj53A45RbmkAx9KYhHCdhF27ZrT2qfd4ibaSs3Tze,Spectral Cheesecloth,7,Light Pink,Satellite Dish,Spectral Auditors,Barada,Space Rat,Wise
602,18.42069,5752,0,https://magiceden.io/item-details/93xFacCo8hTNb95BwreDtvMU2pwDBFspYRCn26JaqzhD,Spectral Cheesecloth,6,Brick,,Vulgar Eyes,Targari,Viral Intruder,Wise
608,12,1334,47.16,https://solanart.io/search/?token=2Kbi1vPbfZR1gSDPd5Mpefw9AoqRZSpdDtmnUVP5fugS,Mini Cruiser,7,Brick,Portable Satellite,Haunting Slits,Barada,Lunar Replica,Hungry
613,10,6633,45.97,https://magiceden.io/item-details/5fgZo6kG7eqGTo2hcrHcafYusiAHK8HErHpp6wvZgemr,,6,Spotted Kiwi,Captive Ear,Cybernetic Beamers,Alura,Photon Harvester,Pleased
618,199,6281,0,https://solanart.io/search/?token=FvGkzd5WjQtc3HHxVpycKXLTztaHWkXKM1hgEew2n2sv,Spectral Companion,6,Orange,,Plasmatic Array,Targari,Glorious Trespasser,Pleased
649,444,4697,0,https://magiceden.io/item-details/Fat3rBRWcKFtojfu9YLHo36bUjhgcdjpA5VFVdyFtrgu,Sentient Virus,6,Printed,,Glassy Detectors,Targari,Plasma Beam,Wise
652,799,8998,0,https://solanart.io/search/?token=7TdGjzhLMjUpcLN51rVUncdqa7a3KDgFN97qn5gXeBhw,,5,Brick,,Astral Projectors,Alura,Space Rat,Pensive
660,69,9951,0,https://solanart.io/search/?token=8wQdD5UTEu1uy5Hhcok92Dm9vURWEEWUCrixG1KWtntU,,4,Printed,,Ocular Scanner,Barada,,Pleased
662,10,3324,59.2,https://solanart.io/search/?token=3cE4CzQociq2omJzGGPknbZCPjBGPLVHwQGvcuDTiTGE,Spikey Space Trash,7,Light Pink,Decorative Bolt,Glassy Detectors,Barada,Fried Lenses,Pensive
682,99.690002,4106,0,https://solanart.io/search/?token=5gRoLyDr87EQM1tSXi9JW6hhj4Mp8H5qvg6R4fbnWveR,Nebular Wormhole,6,Neon Green,,Reptilian Gazers,Alura,Aerodynamic Cap,Hungry
689,23.9,52,0,https://solanart.io/search/?token=13kgWUmJFK4yYzD4Gduv2S2iEBN1HAp8rYkA6uJsqR3Y,Spikey Space Trash,7,Spotted Kiwi,Splendid Recorders,Galactic Sequencer,Alura,Princely Helm,Aggressive
697,12.8,234,43.56,https://magiceden.io/item-details/3dcbRUDoC23AEgGi4sekBAZvXRRwRgKomkXMTJeDveho,Pedestrian Trappings,7,Printed,Intergalactic Fins,Paranoid Eyes,Barada,Princely Helm,Excited
730,119,4387,0,https://solanart.io/search/?token=5WGkEX4MMDzHnY14wT6tDUBmB2PKGe8fuPLo8PPJUCD1,,6,Spectral Black,Prismatic Sensor,Vulgar Eyes,Barada,Electric Doodads,Pensive
747,52,8369,0,https://solanart.io/search/?token=9EREJU2KuzNorFFU3PYXPgdhjShYyugRLoaCcg5c3TDQ,,4,Printed,,Reptilian Gazers,Martu,,Aggressive
753,100,4936,0,https://solanart.io/search/?token=FUTThXuF3aeaUYE4JKAKjnNzWYa6mXy5mk9hqxu53pF3,Pedestrian Trappings,6,Neon Green,,Reptilian Gazers,Targari,Viral Intruder,Pleased
757,55,1314,0,https://magiceden.io/item-details/5xRH7v7cFxc4iciTwe5e7BadTSBFFxNJoNEEoRpRpy5k,Pointy Statement,7,Orange,Portable Satellite,Scoundrel Winkers,Martu,Space Rat,Hungry
758,9,5292,61.33,https://magiceden.io/item-details/9k2cXM5LWXdQkdcuW37JTFNpsh1crqVBJZP8auRzNgm2,,6,Lime,Viral Implant,Prying Eyes,Alura,Defensive Cannon,Fanged
771,45,5868,0,https://solanart.io/search/?token=Axv6qiKUVxNx9TJ5BJAXsK338FCccmaVHDFDztfhhyyn,,5,Spectral Black,Martian Speakers,Augmented Surveyor,Targari,,Hungry
782,29.7,1469,0,https://magiceden.io/item-details/DBdU4yQdRwvzXiBDs21k8tfE32UZ4qPD2VJ9ruJ3Sp2g,Spikey Space Trash,7,Light Pink,Galactic Tuner,Creepy Peepers,Alura,Fried Lenses,Fanged
792,16.99,4362,0,https://magiceden.io/item-details/24wrhqPoYtZEz84xtX7Gu8LMm3fo1RacqaLicVLfEVoP,Terraformers Uniform,6,Light Pink,,Galactic Inspectors,Targari,Galvanic Helm,Fanged
801,100,1157,0,https://solanart.io/search/?token=AModx2X7vuFbxiW9duNcYeY93ER3M4W2JKZjxcHVKJGC,Pilot Garb,7,Neon Green,Stellar Shifter,Sun Beams,Barada,Fried Lenses,Pleased
812,13.5,1761,30.46,https://magiceden.io/item-details/8APEygDytCa2cKCqeAG4KEgbCrHPvm5DridKmttgo65n,Nebular Wormhole,7,Spotted Kiwi,Galactic Tuner,Haunting Slits,Martu,Defensive Cannon,Wise
819,24,1276,0,https://magiceden.io/item-details/HuCFWjyoaAnkRf7gr8gPu7mio8Cjr9ugF3j2NKqCWg5Z,Mini Cruiser,7,Spectral Black,Gravity Dongal,Nebular Optics,Alura,Crystal Swag,Pleased
829,16,7150,0,https://magiceden.io/item-details/7umso4nndmWFjb4NCTmExeffVa7MtswMMTV4SoHixqQE,,6,Printed,Viral Implant,Wonky Headlights,Targari,Slab,Pensive
832,11.49,7732,26.67,https://magiceden.io/item-details/2bFzjx9SKfLts13PTE4Kw5qZt8Y6KyMHk7Bd3m9NCXnh,,5,Striped Blue,,Spectral Auditors,Targari,Lunar Replica,Fanged
837,27,1838,0,https://solanart.io/search/?token=EpGJY92jF5KR4AvE5NWoKtU36E4LiZpm5vFKBVdkJ6BG,Pedestrian Trappings,7,Spotted Turquoise,Prismatic Sensor,Laser Sight,Alura,Princely Helm,Pleased
842,99,9072,0,https://solanart.io/search/?token=FSfWkqfMT1u4gUy48HM4vFhtAN5FxBxGJo5297L2oSdt,,4,Lime,,Ionic Disruptors,Targari,,Fanged
843,40,4403,0,https://magiceden.io/item-details/5GLsz9Lc8aqhjsbnpkTwufzU3N9WJhd5MtHTk7zyaGhA,,6,Spotted Kiwi,Cybernetic Recorders,Funky Shades,Alura,Glorious Trespasser,Hungry
861,69,7271,0,https://magiceden.io/item-details/921EMPar67yxYrNWHNwzisRyaLaWoawPVcH2LEeK4ouH,,5,Neon Green,Equinox Boosters,Paranoid Eyes,Martu,,Pleased
871,100,358,0,https://solanart.io/search/?token=9GsjWiBZBuZQhPp66nPvpc9ac8prJ8vd6WsMNr1E2f7v,Orbital Frock,7,Light Pink,Decorative Bolt,Augmented Surveyor,Targari,Aluminum Cap,Augmented
873,98.765,690,0,https://magiceden.io/item-details/KM9JQzXEWmDjq6x81qA8bCauEARobrgrf3prnx2SW9z,Pointy Statement,7,Striped Blue,Metallic Mesh,Galactic Inspectors,Alura,External Hard Drive,Wise
883,157.89,1827,0,https://magiceden.io/item-details/8qiFf5y6qVnNkjp8WkvV7u8d7mqCaJyrb21RBiFYG7aX,Augmented Exoskeleton,7,Spotted Turquoise,Lunar Squid,Incisive Oglers,Martu,Budding Coral,Pleased
886,100,4717,0,https://magiceden.io/item-details/Dx5UwBxSQQYCZMr4a7nEUCnzwdkJxEGJGtdLTQj3pak6,Distinguished Shirting,6,Printed,,Reptilian Gazers,Barada,Glorious Trespasser,Fanged
887,88,7896,0,https://solanart.io/search/?token=96LUHx1hoarwvh3tLe5j8tDRGDzW3o1G6UuUeiGQr9iQ,,5,Brick,Stellar Shifter,Ocular Scanner,Alura,,Pensive
904,28,2069,0,https://solanart.io/search/?token=HFYoEabtknqt3q5LiudWDvhSTU8yndeTNmhrEWwdQJUm,Galactic Scraps,7,Printed,Ionic Flux Inhibitor,Villainous Visor,Targari,Fried Lenses,Toothy
911,10.5,9901,27.89,https://magiceden.io/item-details/3A8B9YqUXdoFGVBHGF5x59TBtBbxBy29N3HUXfTCxwzE,,4,Brick,,Augmented Surveyor,Martu,,Pleased
912,40,5370,0,https://solanart.io/search/?token=4sD6eFoRAsYwzVfzL31XBjhwMEwPEN7XgPpxKe8mXnHo,,6,Striped Blue,Martian Speakers,Paranoid Eyes,Targari,Automatic Rocket,Wise
915,65,3874,0,https://solanart.io/search/?token=HXRQMw2BXygZZZwCfFnyDxwePoJAF8i5fB2ZWE64dmou,Pointy Statement,7,Lime,Gravity Dongal,Augmented Surveyor,Martu,Decorative Boomshot,Pensive
916,200,4691,0,https://solanart.io/search/?token=GBv61Jwp7W1e9Xr98f7bVdZCmkuCfwqhxejWZPLzMu48,Mini Cruiser,6,Striped Blue,,Geckonic Sight,Barada,Photon Harvester,Toothy
928,30,735,0,https://solanart.io/search/?token=DngP2ayFHVzsumz2ZsFWxq2GzetBKZntZSxxGgPeDHtx,Colonels Finery,7,Spotted Kiwi,Portable Satellite,Haunting Slits,Barada,Automatic Rocket,Fanged
961,19.99,9644,0,https://magiceden.io/item-details/AUJav37L1xBcBaY5VSmHU9dvZ4YTYYeiD977oPBPny74,,4,Striped Blue,,Haunting Slits,Barada,,Pleased
962,88,483,0,https://magiceden.io/item-details/D8fB9btKm5Fdg8GqwEaVLyZoDfNCh4aE2UBfTQGdXFWZ,Magnanimous Rocketeer,7,Spectral Black,Side Plating,Engaging Pupils,Barada,Space Roach,Pensive
985,101,1406,0,https://solanart.io/search/?token=6Ad1o9uW3fXST6TMP5wC371jkQnqhNmn339Z43N59Jub,Cybernetic Wiring,7,Printed,Escape Rockets,Reptilian Gazers,Martu,Photon Harvester,Hungry
1006,10.3,5961,45.65,https://magiceden.io/item-details/4CWk7SjiUYqWXVC2q4y9iME2Fr5UgCHoBx1o9VKr6oFd,Lunar Robes,6,Lime,,Deluxe Shutters,Targari,External Hard Drive,Pensive
1012,90,4084,0,https://magiceden.io/item-details/9yEpwCMYgXkYm9wDoaGPHgvzSYa2DMtR3n7H4kreKjWf,Autonomous Carapace,6,Neon Green,,Sullen Eyes,Barada,Mischievous Squatter,Wise
1016,15,5200,1.7,https://magiceden.io/item-details/DsAe3PkCAjLY1AwLYEGAoH3SGjtJsYG6jtDCWPsGw1W,Spikey Space Trash,6,Spotted Kiwi,,Ocular Scanner,Targari,Plasmatic Guzzler,Wise
1018,199.99,2892,0,https://magiceden.io/item-details/C9q6hWnGSTvPbhgkqppdYNujNDuNLZGKnwm62KANumGw,Plutonic Plating,7,Brick,Pulsing Sizzlers,Villainous Visor,Martu,Crystal Swag,Pleased
1031,2555,2712,0,https://magiceden.io/item-details/HqQV4z2fQta6YG6QXXSG6TBsLfBdijSwzX4Do5uia9An,Spectral Companion,7,Brick,Lunar Squid,Galactic Inspectors,Barada,Solar Converter,Pensive
1037,79,988,0,https://magiceden.io/item-details/GHnMDhLf8aQEuMtSFuRuJzi9jHMkR6VqDGGct4j92jGM,Distinguished Shirting,7,Spotted Turquoise,Captive Ear,Orbital Retinas,Targari,Kingly Rings,Hungry
1050,30,2757,0,https://magiceden.io/item-details/Di4o4h4naSQxXWtS7S8zfLCJdecGUm6CjaX9oVfkhhYz,Brainy Undergarments,7,Light Pink,Satellite Dish,Augmented Surveyor,Barada,Mechanical Hound,Pensive
1058,10,5992,48.53,https://magiceden.io/item-details/FmURxKxngQqhd48uF2ZCRytEzQiT84ABvNjW57RRSUXh,,6,Brick,Planetary Muffler,Extendable Examiners,Barada,Crystal Swag,Pensive
