id,price,moonRank,💎 score (%),storeURL,Background,Body,Clothing,Eyes,Glasses,Hair Hole,Hat,Helmet,Mouth,Ski Mask
Catalina Whale 4575,20,2573,2.22,https://magiceden.io/item-details/BAHMwqgw1SivdSanQKzWvGHNcVFWJaBC5DvSyFH9LkN9,Fossil,Orca,Velour Red,Heterochromia,,,Brero,,Grin,
Catalina Whale 2789,20,1938,6.81,https://magiceden.io/item-details/CKXaBGU5RYsHUjocpkSnbagmpvc86LaiEudMATuM5gGb,Geo,Cosmic,Rasta,Lizard Eyes,,None,,,Joint,
Catalina Whale 438,20,2428,3.27,https://magiceden.io/item-details/9uDcdjB7mQeeuehtsbCxTUkT1TTsJUeVBTLC8UfpVp5b,Analog,Orca,Black Tank,Bloodshot,,Punk,,,Stogie,
Catalina Whale 3578,20,2419,3.33,https://magiceden.io/item-details/2ZFa95CvjZWxu5DzzF7YkEAdSL1Uq6PPt1nktms63yWv,Geo,Oil Slick,Searsucker,,Rimless,,None,,No Teeth,
Catalina Whale 5476,20,1129,12.65,https://magiceden.io/item-details/EajF4ezs3QFCdeVxQgmWHbinoSfak2TSpLwHNeG7RFse,Analog,Solar Flare,Nuptse,,Rimless,,Woodstock Red,,Smile,
Catalina Whale 4958,20,4707,0,https://magiceden.io/item-details/v7xiKygXtmViCzMWuFbc59XSLvyMDfhYhtgSmUjGQBN,Inertia,Humpack,CWM Merch,Sadboy,,None,,,Blunt,
Catalina Whale 3169,20,841,14.73,https://magiceden.io/item-details/2LupWbWhfxVTgErPk9ZQoC68qLGqKPZPHUKXrQn6sZik,Hemisphere,Matrix,Puffer,,Gold Spectacles,,Fear and Loathing,,No Teeth,
Catalina Whale 3737,20,1048,13.23,https://magiceden.io/item-details/DX8TaqtinFphc8RudcoJspFiKpoC5sTKferoEDY5g32g,Analog,Humpack,Sailor,Lizard Eyes,,,XL Blue Beanie,,Smile,
Catalina Whale 5289,20,4327,0,https://magiceden.io/item-details/BJ2L2LPkeqotgKWnViT11uoqAFTbdexyBz8TFukE2Fvc,Sand,Humpack,Wagwan,,Black Sunnies,None,,,Cigarette,
Catalina Whale 4927,20,3345,0,https://magiceden.io/item-details/4x7XQ5udNxZEcEjgj6jTphTF43DHzmgKsNu6iFbHacTb,Inertia,Orca,Desert Storm,KO,,,Brero,,No Teeth,
Catalina Whale 3334,20,2370,3.69,https://magiceden.io/item-details/FSMEgZqJLiVCpfoPauzLGcoHaq6Qty2HMpN4NvFo2Zej,Beluga,Aqua,Stadium,Eyes,,SOL Punk,,,Grin,
Catalina Whale 137,20,808,14.97,https://magiceden.io/item-details/F1ehNwccEcj1B5vptXBavKfZbjER7r73sPk2EabxvYVX,Inertia,Zebra,Black T,Sadboy,,,Woodstock Purple,,Gold Tooth,
Catalina Whale 2184,20,2966,0,https://magiceden.io/item-details/ETmo6MgqULJYVDfThUETfC38kKcFq1BHRLYz9xkkEhxg,Hemisphere,Aqua,Black Tank,Zombie,,None,,,Gold Lip Ring,
Catalina Whale 1108,20,1887,7.18,https://magiceden.io/item-details/FPwr3ggL662uTSa1QCZ1hwNdvjV1WgbpTRz5mQbgGV2N,Inertia,Humpack,Black Hoodie,,3D,,Brero,,Gold Grill,
Catalina Whale 3373,20,1746,8.19,https://magiceden.io/item-details/A25b97dcd3BYw51iKWMpRxwGNmG3nwuojw7qeEh9awvX,Analog,Humpack,Tyler Durden,,Rimless,,Woodstock Orange,,Grin,
Catalina Whale 385,20,4865,0,https://magiceden.io/item-details/BkBczsQ2b6c1NJebm6uXDKTE4j6QBUqroDHbE45V5DbZ,Hemisphere,Aqua,Black T,Third Eye,,None,,,No Teeth,
Catalina Whale 1154,20,3349,0,https://magiceden.io/item-details/FaFkF1fpSChTFkQAwgUH1YdYtYgxuTKcycdCBSz3zh1E,Hemisphere,Oil Slick,Black T,,Black Spectacles,,None,,Cigarette,
Catalina Whale 4784,20,1255,11.74,https://magiceden.io/item-details/4RTqLuE5iXBm2gMw6N7KMn2KYUGykLtmJ53MDW9jk335,Sand,Oil Slick,Poncho,Squinting Eyes,,,XL Orange Beanie,,Cigarette,
Catalina Whale 3119,20,998,13.59,https://magiceden.io/item-details/6NcL5xbvuJTARJgtbcCP5ZXX38fDb8oMqtBT1qXt3GdZ,Hemisphere,Aqua,Flannel,,Morpheus,,Black Bucket,,Gold Tooth,
Catalina Whale 2610,20,2518,2.62,https://magiceden.io/item-details/APAj3HdCfGpYfzLXawZsvP13ty1nFZngRJ2AWyqvcU6v,Fossil,Orca,CWM Merch,,Grandpa,None,,,Prestige Worldwide,
Catalina Whale 3078,20,1051,13.21,https://magiceden.io/item-details/4vJQardMRTEfxtNNQQfV9jLYGf3GCbK9Voup8gn1JHXE,Hemisphere,Aqua,Dale The Whale,,Black Sunnies,,Fuck Sea World,,Pouty Face,
Catalina Whale 1379,20,4210,0,https://magiceden.io/item-details/5G5VTtXG7gNR59kG4MVJL3FJZ5dHvGTRqvfT2hoPtXfL,Beluga,Aqua,Frenchie,,3D,None,,,Super Frown,
Catalina Whale 873,20,1456,10.29,https://magiceden.io/item-details/9aH7KZaNAe5r51oAcH38wCD7WA69A3S8A6LwjzoSqwYy,Sand,Orca,Rasta,Eyes,,,Woodstock Purple,,Gold Grill,
Catalina Whale 2800,20,2142,5.33,https://magiceden.io/item-details/ZCQm5SbVxd4Kikw23xsApYQmqfebpnpV6X7otmre3RS,Beluga,Cosmic,Toga,Sadboy,,,Beanie,,No Teeth,
Catalina Whale 3272,20,4123,0,https://magiceden.io/item-details/7ujWD6o3fcN85TgmJ4Mkbh8W2yFzgR6P4H7SBVV2c3j1,Sand,Grey,Dale The Whale,Raver,,None,,,Joint,
Catalina Whale 4490,20,3723,0,https://magiceden.io/item-details/GGoMCecDBTVMG7sLFK7v71iT19PTbRpUSzoDDo3QE1KZ,Beluga,Grey,Black Hoodie,,Vipers,,Black Bucket,,Cigarette,
Catalina Whale 1333,20,1375,10.87,https://magiceden.io/item-details/9fHNY9CRkQE99s47uxRYXFB9ZQYJJ12S7QdEdYSVDGyX,Analog,Grey,Nuptse,,Vipers,Punk,,,Vape,
Catalina Whale 5045,20,354,18.24,https://magiceden.io/item-details/CQQ7qB4tjBVMSZRHjjtTAVd9u3krYY8ng4MavKtQFcB3,Beluga,Ape,Wagwan,,Black Sunnies,,Beanie Orange,,Tongue,
Catalina Whale 399,20,4160,0,https://magiceden.io/item-details/7u1DQqgTovpAPeU4iZzZucnQC6HEt3rVMWhye5QyGffY,Hemisphere,Orca,Aloha Red,Eyes,,,Beanie,,Joint,
Catalina Whale 3072,20,4195,0,https://magiceden.io/item-details/2iEtUFeHPwFb4RUucNcTwzCUcbUrCAPswZ8j7d4Thv43,Geo,Orca,Fly Guy,Heterochromia,,,None,,No Teeth,
Catalina Whale 826,20,2751,0.94,https://magiceden.io/item-details/DCCeMMTDBR19jeP6C7n9duH3X7dSsASJ6V9r61VP35EL,Fossil,Zombie,Black T,,Nevermind,None,,,Vape,
Catalina Whale 3830,20.49,1159,7.53,https://magiceden.io/item-details/7NF3HB7HWPeW7M59PhAKGTTgKttdJUoJdsKTJdfAvx7c,Beluga,Solar Flare,White T,Heterochromia,,,Whalegol Red,,Cigarette,
Catalina Whale 990,20.5,1811,2.72,https://magiceden.io/item-details/DSrLRJpGhvP5jo1tNs2gzoGTtMyHS3xPXbrG1fvEWAhu,Hemisphere,Aqua,Frenchie,Sadboy,,,Sweatband,,Cigarette,
Catalina Whale 1462,21,3056,0,https://magiceden.io/item-details/DUFJvsbD5f5sQNUMYpCkK6wMWW6EirVTKTKMn4gXXXou,Inertia,Orca,Golf,Eyes,,,Beanie,,Frowny,
Catalina Whale 5114,21,1270,1.63,https://magiceden.io/item-details/4sfga22Sh989i742pD3f9QMYapRJgmv8ADjQ7r8qq9Bg,Beluga,Grey,Black Hoodie,,Black Spectacles,,Paperboy Hat,,SOL Grill,
Catalina Whale 1769,21,667,5.98,https://magiceden.io/item-details/BL1FvHeHc46oRR3qDzg3knC2DYmQYBrmozTTp8YbFY8C,Geo,Alien,La Pulga Kit,Sadboy,,,None,,Pouty Face,
Catalina Whale 5296,21,811,4.94,https://magiceden.io/item-details/Az933nupvW6mHdwGfRW6uHhaMhbdAMxo7wKyrVbC3XH9,Geo,Aqua,Big Smoke,,Morpheus,,Fear and Loathing,,Smile,
Catalina Whale 3265,21,3968,0,https://magiceden.io/item-details/GEZEBWqqd19VAeUUq3LJYMo8fmrpZspknetnX4TUiZsd,Inertia,Humpack,Searsucker,Lizard Eyes,,None,,,Blunt,
Catalina Whale 3819,21,4143,0,https://magiceden.io/item-details/532UCi8pxc9tZxnfEfHcJNACxji1ycCwBnbxd1Cn869B,Inertia,Aqua,Fly Guy,,Nevermind,None,,,Smile,
Catalina Whale 3233,21,2689,0,https://magiceden.io/item-details/F2d1a7n1Cpj9vc6T8fifFqVjgeQjQmn4AtmLdwhfAFnF,Cactus,Grey,Nuptse,,3D,,Beanie Orange,,No Teeth,
Catalina Whale 4226,21,2672,0,https://magiceden.io/item-details/Cc8RVqJxFf6aZF4AzuEJMunaijMuGG9qYnHLXL1rQnct,Hemisphere,Aqua,Desert Storm,,3D,,XL Beanie,,Gold Grill,
Catalina Whale 3969,21.12,1304,0.18,https://magiceden.io/item-details/B3xPLNa938k4v9cqjpWgYM5JsV9eCeMWLgEcHHCvXzNH,Hemisphere,Gold,American Psycho,Raver,,,Black Bucket,,Cigarette,
Catalina Whale 1944,21.21,2902,0,https://magiceden.io/item-details/7cx9SME3dbNS2Mbqv5NsssqSYYRDgmAqv1cASV4zWZdh,Hemisphere,Oil Slick,Peacoat,,Rimless,,Black Bucket,,No Teeth,
Catalina Whale 4682,21.21,4257,0,https://magiceden.io/item-details/F2GpSGysgKCeDRm7LrmaXiV14o9YkE8NiV3bZs7d9Xn6,Fossil,Orca,Camo,,Black Spectacles,,None,,Super Frown,
Catalina Whale 1898,21.69,436,0.75,https://magiceden.io/item-details/Dp2RUi6FEGYTz7Bv4m6X5Ui8ftnwUdCN7UzVWUGnErmX,Analog,Humpack,Velour Red,,Coco,SOL Halo,,,WAGMI Beach,
Catalina Whale 3369,21.8,2664,0,https://magiceden.io/item-details/5kFKQHTg7sFbXyioMJZ8pcYpJGKHqMS8YcmHtDeaVL4f,Beluga,Humpack,Black Hoodie,,Love,,XL Blue Beanie,,Rainbow,
Catalina Whale 3042,21.88,4183,0,https://magiceden.io/item-details/Hy3JCsVL1d2gagA6bR9EAMWYSnG2XuVH7N9JeuA3dPNg,Fossil,Aqua,Lumberjack,Squinting Eyes,,Punk,,,Grin,
Catalina Whale 2871,22,148,0,https://magiceden.io/item-details/9PBKoayzNq49rdwR9p9fefQn2dL6ZoYrYmqPHof9beEq,Hoffman,Orca,Rasta,Eye Patch,,,Black Bucket,,Frowny,
Catalina Whale 1725,22,952,0,https://magiceden.io/item-details/GviKZ7QYDeNHRSNLd7hzVFbBGQFvpzp9HYdDx4GJEmqb,Cactus,Aqua,Country Club,Squinting Eyes,,Rainbow,,,Blunt,
Catalina Whale 5467,22,1124,0,https://magiceden.io/item-details/6zi1TtSZUU3Mo6ewVKuyJdFziFRFKjYefKTP8T4axV4m,Beluga,Grey,Nuptse,Zombie,,Punk,,,Pouty Face,
Catalina Whale 3121,22,2101,0,https://magiceden.io/item-details/6VrGvbfu5UuAk2hr5GLCHNqqvBQwmQnMjQ88L16U6Mv2,Hemisphere,Grey,Poncho,,Black Spectacles,SOL Punk,,,Cigarette,
Catalina Whale 3351,22,2545,0,https://magiceden.io/item-details/7ZDJtnSfCswLTsedWNmVimVoDRNA4ThxgWZEHVUr5xbW,Hemisphere,Ape,Dale The Whale,Raver,,None,,,Vape,
Catalina Whale 4236,22,1922,0,https://magiceden.io/item-details/Aj2ZSvvZycxNG1wJLZAhyKk8sSUPz3PADVFDggiUUsj9,Inertia,Aqua,Beast Mode,,Black Spectacles,,XL Orange Beanie,,Frowny,
Catalina Whale 28,22,2012,0,https://magiceden.io/item-details/64qZqf8VBc4Yi3kpw3jno7eyk3NiCY8yFW2hbd9ZhFcC,Hemisphere,Oil Slick,SLC Punk,,Gold Spectacles,,None,,Cigarette,
Catalina Whale 2016,22,4821,0,https://magiceden.io/item-details/3oZBNmGhULwXbYdao9J6QFLWRpHD45goZPZDneW9wF9k,Sand,Orca,Classic Hoodie,Eyes,,None,,,WAGMI Beach,
Catalina Whale 3529,22,662,0,https://magiceden.io/item-details/26GfLwP25Yx77YHD7zPQ5RND9eRFvSacqMh6kvC9CxVL,Hemisphere,Grey,Lumberjack,Heterochromia,,,,,,Orange Ski Mask
Catalina Whale 4830,22,1067,0,https://magiceden.io/item-details/6Vj9uvBVJX33YT6zSy3arcxZEUR8Ex5UvZUEunTnFVya,Beluga,Grey,Black Hoodie,,Morpheus,,None,,SOL Vape,
Catalina Whale 2903,22,1457,0,https://magiceden.io/item-details/SqMUYgbZLHEhuXStgsobYu7dkWkMSrg1LuBLvmuzbHF,Analog,Orca,Dale The Whale,,3D,SOL Punk,,,No Teeth,
Catalina Whale 5147,22,441,0,https://magiceden.io/item-details/Du4MsA1TEN3o99FUKiuF1S1q2hF5bP2E4Y55WjbWWjxF,Sand,Cosmic,Velour Red,Sadboy,,Gold Halo,,,Pouty Face,
Catalina Whale 2559,22,5248,0,https://magiceden.io/item-details/GA4UYL9Sd9MXze915JtLwXXVeH8EzDv7agfdu2vz4XnD,Hemisphere,Aqua,Desert Storm,,Black Sunnies,None,,,Smile,
Catalina Whale 4651,22.2,189,0,https://magiceden.io/item-details/3KbBYG643SsGHYsahMXLzQn68XoAY6y6Y6eu62B5cCcB,Geo,Zombie,Velour Red,,Black Sunnies,,Woodstock Purple,,Frowny,
Catalina Whale 1305,22.22,758,0,https://magiceden.io/item-details/B7BUZfTMDs8bCBMBt1Zyd8pdraJyfbnPGd3z5tcctUTE,Inertia,Oil Slick,Flannel,Sadboy,,,Fuck Sea World,,Vape,
Catalina Whale 3228,22.22,1860,0,https://magiceden.io/item-details/FgYvDtTqfbJf8QgvqqZbR5vAK81amTaLzgp8Ye2AQUEZ,Inertia,Humpack,Classic Hoodie,Bloodshot,,,Woodstock Purple,,Diamond Grill,
Catalina Whale 4760,22.5,945,0,https://magiceden.io/item-details/CrKeNpjVzcTFCfvXFZ6iG2BS1UL86wC8seo1Q56rbX9u,Cactus,Grey,Tyler Durden,,Black Sunnies,,XL Orange Beanie,,Vape,
Catalina Whale 5121,22.69,2331,0,https://magiceden.io/item-details/3twPQQBaUWPK9cRA7zs7JftcL3bcvkngj8HwHbkiNLbV,Inertia,Grey,Black Hoodie,Heterochromia,,,Hunter S Visor,,Blunt,
Catalina Whale 1064,22.69,2637,0,https://magiceden.io/item-details/ZgHhB2AWqx4JDU8p2zYu2vPtdMPYrz2ionjaiiBRuBp,Beluga,Grey,Black T,,Rimless,,XL Blue Beanie,,Prestige Worldwide,
Catalina Whale 3202,22.69,2756,0,https://magiceden.io/item-details/8QtkjRseDrCK72kZzrYpTZTrk2DbDxJKEep451Bps7U9,Geo,Humpack,Lumberjack,Eyes,,,Fuck Sea World,,Blunt,
Catalina Whale 3505,23,3645,0,https://magiceden.io/item-details/13xtaVKvrMqZNa7fChL879jZcd5LKZvJ9ZrmRRHDtaCi,Beluga,Orca,Save The Whales Red,,Rimless,,None,,Rainbow,
Catalina Whale 3352,23,1545,0,https://magiceden.io/item-details/AhroLbXJb3EZpNiqSTEGHCcxSCFuMydAQ2Ctwf77fiGB,Inertia,Aqua,Classic Hoodie,,HODL,,Fear and Loathing,,Grin,
Catalina Whale 3211,23,3709,0,https://magiceden.io/item-details/Bf919JR9CmEBdHBfrbV4cj5ieNEZVsWDQ1hfQmknE79P,Hemisphere,Grey,Beast Mode,Stoned Sadboy,,None,,,Stogie,
Catalina Whale 2837,23,3382,0,https://magiceden.io/item-details/9ZuZSV788XSmaHiYw1QcnHwjJfnuY6qswaCHLx3rmbNk,Geo,Aqua,Puffer,,3D,None,,,WAGMI Beach,
Catalina Whale 2822,23,4144,0,https://magiceden.io/item-details/AYPyLc7BT1sv5Gpyb8yFgNaey642GrxbnVADQpH8fekz,Fossil,Aqua,Lowrider,Raver,,None,,,Gold Lip Ring,
Catalina Whale 308,23.5,3461,0,https://magiceden.io/item-details/Bq28nQyGrAp2SwU6Pc5wpnurBnF2c9gQstrYoojkNXrj,Hemisphere,Gold,Poncho,,Rimless,None,,,Gold Lip Ring,
Catalina Whale 1121,23.5,3874,0,https://magiceden.io/item-details/EJhP99KsjE2WJ696Hfbr3XRTfxrWoesFH8Sg62ApWkGG,Fossil,Orca,Stadium,Sadboy,,None,,,Prestige Worldwide,
Catalina Whale 4836,23.69,4698,0,https://magiceden.io/item-details/7i8qZJYJ75kTse4gamGLDZyx7PxgTqv6apQb1qGcNXB4,Analog,Orca,Tyler Durden,Eyes,,None,,,Stogie,
Catalina Whale 3769,23.98654321,3451,0,https://magiceden.io/item-details/7hhA2hDmNzi2JpqdsL4M2ZJg5ReTWmqUpM1CCtSAGVbZ,Beluga,Orca,Classic Hoodie,,Black Spectacles,Laser,,,Grin,
Catalina Whale 4520,24,458,0,https://magiceden.io/item-details/5uWdR4TL38nXzFiazQSe53Bz33d6Mcnx3HE2kvETRnwc,Inertia,Fairfax,Puffer,Squinting Eyes,,,Woodstock Purple,,Cigarette,
Catalina Whale 2883,24,249,0,https://magiceden.io/item-details/CtSuD1sV9LPbSds3SHkf2YiZ8iQFS8v1QsmEgiZ1pTGh,Hemisphere,Zombie,Whale Ferrel,Heterochromia,,,XL Orange Beanie,,Gold Tooth,
Catalina Whale 2449,24,3557,0,https://magiceden.io/item-details/6gBd9iYDGXGAhrgqKDkFdiD2TGaWx9QWR7yGB1Z5ssXa,Hemisphere,Grey,Mamba,,Coco,,Black Bucket,,No Teeth,
Catalina Whale 4737,24,2546,0,https://magiceden.io/item-details/14f3RmWjJWT9HYDY86WUSBF5qmKSwjZnUs9rmF7hzRzd,Cactus,Humpack,Camo,Kid Dynamite,,None,,,Cigarette,
Catalina Whale 3100,24,3284,0,https://magiceden.io/item-details/bf1u2X65MWxHnjeQstKd3ieuBYmkyxZABNSQsjBEN1k,Inertia,Aqua,Mamba,Sadboy,,,Beanie,,Joint,
Catalina Whale 3589,24,1216,0,https://magiceden.io/item-details/33tGnkvPsj2hdkiUv2zPzN2jMJr5oALHZ8eomUdJ6tFC,Sand,Oil Slick,Classic Hoodie,Man On The Moon,,,None,,No Teeth,
Catalina Whale 1784,24.5,923,0,https://magiceden.io/item-details/Heg4a1uhGqMMW25Eh9HxS8mvh7t1yfGqvPdoXiTNMp3W,Hemisphere,Zombie,Black T,,Clear Sunnies,,Beanie Orange,,Smile,
Catalina Whale 2780,24.69,3237,0,https://magiceden.io/item-details/5n7iGRTL7PvuYA787f5hb1h8f8DaZx7ZvsnowqvHFZyX,Inertia,Grey,Dale The Whale,,Rimless,Smoke Rings,,,Cigarette,
Catalina Whale 4543,24.6942069,256,0,https://magiceden.io/item-details/9avKkYieL3e7M5qvRY1EGQSvov1jfAA2zPd9dvq56A2m,Hemisphere,Zombie,Whale Father,,Coco,Rainbow,,,Gold Grill,
Catalina Whale 5448,24.84,482,0,https://magiceden.io/item-details/FM6TTLBvEiVj68hzuVRDGUCKfkLrNfRcQBC2UMNWyieT,Kanagawa,Solar Flare,Desert Storm,,Rimless,,Black Bucket,,Hook,
Catalina Whale 4588,24.99,1670,0,https://magiceden.io/item-details/DYWK5ewDRQhrSBEmb7Nqie4RWkBRKceLXPB2q2YFrpVU,Fossil,Aqua,White Tank,,Black Spectacles,,Woodstock,,Super Frown,
Catalina Whale 4631,25,1191,0,https://magiceden.io/item-details/7AjwC1me1GzcdxMRZAxZu4ykYEkuyYZ9dUUWeqsRy5U6,Geo,Solar Flare,Tyler Durden,Eyes,,,Woodstock Orange,,Super Frown,
Catalina Whale 461,25,1795,0,https://magiceden.io/item-details/68hrUTVuQ4DFgLmQH6MyNEqufZnLaqvzdnf8rvkGG4Hw,Hemisphere,Ape,Velour Black,Chernobyl,,None,,,Stogie,
Catalina Whale 4156,25,2242,0,https://magiceden.io/item-details/HZXQvB51tJavqKgJyzeVPFipTyJUtvkv91JF9GDco1DL,Sand,Orca,Poncho,Eyes,,,,Mooning,Grin,
Catalina Whale 4428,25,350,0,https://magiceden.io/item-details/ChcANBjzfbdrV6eVaa3T1hQqa9hLRqySB3dKako1Stv7,Sand,Ape,Beast Mode,,Black Sunnies,,Woodstock Red,,Hook,
Catalina Whale 5521,25,1272,0,https://magiceden.io/item-details/4Rjm4wvGpt3tcdcLfzxa7FFexZxL77oN9MUbBoGtKknX,Inertia,Aqua,La Pulga Kit,Eyes,,,DoRag,,Rainbow,
Catalina Whale 3400,25,503,0,https://magiceden.io/item-details/9Enwq9GD78UERDQvJPGc35AZiWxcgN5WUaLcPVxmozk1,Shaman,Grey,Nuptse,Squinting Eyes,,,Woodstock Orange,,Cigarette,
Catalina Whale 3612,25,1608,0,https://magiceden.io/item-details/7EZoXdqCymp1Seqkb6wiegoaC5o8D7Phwncs4R4Z39Xb,Beluga,Grey,Classic Hoodie,,Black Sunnies,,Paperboy Hat,,Lunch,
Catalina Whale 580,25,1668,0,https://magiceden.io/item-details/BGzmB9pD37xUVAZzGBy84Eejns7F6bGRRHUKnqRDPacj,Analog,Fairfax,Grey Hoodie,,Gold Spectacles,None,,,Pouty Face,
Catalina Whale 3342,25,4431,0,https://magiceden.io/item-details/FSBm14oAZXoY5PJW2EPhZBFoHqfTcxbTuZF7LQA1RzL7,Hemisphere,Aqua,Fishing Waders,Zombie,,None,,,No Teeth,
Catalina Whale 4772,25,3853,0,https://magiceden.io/item-details/5UDtSwBVs58GYVmN519xCEyu5UG11Jr4aMTzfCKQo5mA,Hemisphere,Humpack,Wagwan,,Vipers,None,,,Blunt,
Catalina Whale 3434,25,1296,0,https://magiceden.io/item-details/2oysfgLUVnifma27kPvwRPA1ndCyW9oECTwJ2hdR3nmj,Sand,Zebra,Lumberjack,,Rimless,Punk,,,Gold Grill,
Catalina Whale 2472,25,3201,0,https://magiceden.io/item-details/3i62JpK2D4sBiecmGmnS5sUBK3tCnUmehjRMyFcvAYWQ,Beluga,Grey,Frenchie,,Vipers,None,,,Rainbow,
Catalina Whale 3963,25,3669,0,https://magiceden.io/item-details/ABF66bhsxVFqKb4xuECE4TjRTY7VEmbH3uT62ezyhqXo,Hemisphere,Zebra,Beast Mode,Bloodshot,,None,,,Grin,
Catalina Whale 2467,25,4939,0,https://magiceden.io/item-details/H6YMYcnNoWzn3muXfSdHjhd5aGnECWeyRX9xjThvXzwe,Fossil,Grey,Grey Hoodie,,Vipers,None,,,Hook,
Catalina Whale 4599,25,993,0,https://magiceden.io/item-details/Hp8FRJ7kjtsqf9uYQF2VVs6E27ha5tbWBD1JAVphvsKv,Sand,Orca,Round Jacket,,Black Spectacles,,Paperboy Hat,,Joint,
Catalina Whale 3989,25,4156,0,https://magiceden.io/item-details/8BnptkdM82e6EjmeopqoQuyqSEkuRfmtdkRaQjk3E6gQ,Hemisphere,Grey,Puffer,,Rimless,None,,,Prestige Worldwide,
Catalina Whale 3985,25,2503,0,https://magiceden.io/item-details/54ovXqdHfo6cq9AZYveN4pag1eA23WfWCRcaWjmtgYyh,Hemisphere,Cosmic,Peacoat,,Rimless,,None,,Grin,
Catalina Whale 1437,25,887,0,https://magiceden.io/item-details/B22Q8BksWkY6SGj8RLxbdfyJXgbToqLhwo3p2twTYNEy,Inertia,Gold,CWM Merch,Eyes,,,Brero,,Super Frown,
Catalina Whale 1308,25,2905,0,https://magiceden.io/item-details/9PYxcUA29tkFXW8oykYJqbY8pYmd1iqyy7hFxD34Fwbk,Hemisphere,Oil Slick,Black Hoodie,Heterochromia,,,None,,Super Frown,
Catalina Whale 5006,25,1853,0,https://magiceden.io/item-details/8BHtWTSMPeQZny9LoQL8Z6VAs97KPkWohJFj6gynknBm,Geo,Humpack,Round Jacket,,3D,,Beanie,,No Teeth,
Catalina Whale 1583,25,2341,0,https://magiceden.io/item-details/9z5V6Lf3zuwECeBwr91cwcpLCBcmuZcZPDyX6oLYjTQ,Beluga,Humpack,American Psycho,Eye Patch,,,None,,Grin,
Catalina Whale 2515,25,1612,0,https://magiceden.io/item-details/56nrWdLXmzTwnBueLCAZn3xiMe7sogBtdYD2bgmAwUo,Hemisphere,Orca,Lumberjack,,Gold Spectacles,,Paulie Whalenuts,,Grin,
Catalina Whale 4858,25,315,0,https://magiceden.io/item-details/5E13YGm5La9MisiDRMxBPfUwqjYKa9fLR1CwrnCZQUgq,Geo,Cosmic,Nuptse,,Gold Spectacles,Rainbow,,,Super Frown,
Catalina Whale 4087,25,2649,0,https://magiceden.io/item-details/3Ttf9xcSZHAjdxhgj8ATfYZ6mEoyuYp5NByUYQ2rosRp,Beluga,Oil Slick,Country Club,Hypnosis,,None,,,Hook,
Catalina Whale 484,25,268,0,https://magiceden.io/item-details/8a6HM2Yn6ybqPsckfF6JkqLLRjTp8uKdN41Jaid6RDjG,Inertia,Cosmic,Camo,,SOL Vipers,,Paperboy Hat,,Hook,
Catalina Whale 2687,25,1143,0,https://magiceden.io/item-details/6k7uEFQs2t5XBAATAuny53LFCf3e7pFLc2dQwNchSoCM,Sand,Orca,Whale Ferrel,,Black Sunnies,Laser,,,Vape,
Catalina Whale 829,25,4583,0,https://magiceden.io/item-details/9Cfk3yVQYGr8s1hABtHZGG9mPNTnvfzoE3rm15jBQ6Tm,Inertia,Grey,Whale Ferrel,,Black Spectacles,None,,,Smile,
Catalina Whale 5464,25,716,0,https://magiceden.io/item-details/3osYfdMczmnkhhnEdemxR4kBr8u6PkD7CvTcF6Dgxg1K,Hemisphere,Matrix,Poncho,,3D,,XL Orange Beanie,,Grin,
Catalina Whale 282,25,2167,0,https://magiceden.io/item-details/HUvN2jHqeNhiNpQpJfcZK3ERpVfpsHTBzSDVnBLpnTcD,Beluga,Solar Flare,Black Hoodie,Raver,,,Fear and Loathing,,Super Frown,
Catalina Whale 5542,25.69,1708,0,https://magiceden.io/item-details/88CbkZxXFhXWUX54vwzJH4Gc35apwwRu4VNfVdQyoa4M,Geo,Humpack,Dale The Whale,Eyes,,,,Fish Tank,No Teeth,
Catalina Whale 4386,25.69,1574,0,https://magiceden.io/item-details/HxN72McTfgM52ggrZs357k9VHR6K3x2msfFhnuYg2StG,Analog,Humpack,Poncho,Heterochromia,,Gold Halo,,,Gold Grill,
Catalina Whale 1350,26.9,1817,0,https://magiceden.io/item-details/A3v4XcahiKjzxx2cdXQ1WhGaxj5AFsQ1dZ1KpSe2HCvU,Beluga,Solar Flare,Sailor,,Coco,,Sweatband,,No Teeth,
Catalina Whale 307,27,3339,0,https://magiceden.io/item-details/EqDRisGDNfnDJjRmDvNnpyqUpWZp9XKHgXqaQVDh7BP3,Shaman,Aqua,Toga,,Rimless,None,,,No Teeth,
Catalina Whale 1602,27,603,0,https://magiceden.io/item-details/DoXZDQGJ8L5MXbyUfEAEUkpik5jqsqZ3N5HS3N5tnYZE,Hemisphere,Cosmic,Velour Black,Lizard Eyes,,,Beanie,,Pouty Face,
Catalina Whale 4083,27,2061,0,https://magiceden.io/item-details/5WePdPe7zBGohzMpF32nAFL21V7SdLR4j5xrK8n4ooY1,Geo,Humpack,Frenchie,Heterochromia,,,XL Orange Beanie,,Grin,
Catalina Whale 297,27,5489,0,https://magiceden.io/item-details/48CXmH2apG2PTbzSQLSJwiVCT7CpJfDyvVsg8xoiwpm3,Sand,Orca,Black Hoodie,Eyes,,None,,,Joint,
Catalina Whale 5188,27,372,0,https://magiceden.io/item-details/J5VSHmtqHeGYpbkBEUYwzFKAKtcmU2z98oYVQbRBKBfp,Inertia,Grey,Peacoat,Squinting Eyes,,,,,,Orange Ski Mask
